id,version,version2,CHG,ROC,RDT,RSD,OPR,RON,SFI,MRD,MFR,MPN,SER,RRC,FFC,FFI,FCR,FAC,FBC,FHS,REM,INT,SHL,RFI,SAC,MFR3,AMC,MFN,ASE,REG,AIN,TRF,OTT,OPC,check,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,JJA,Meggitt SA,350288053,2/20/17,S3960,241-280-056-014,AC82998,S,NT,NA,NA,NA,NA,NA,* For repair - * Both Eng' core vibration '0' indication * A/C: 737 / A/C reg: HL8206 * TSN: 14510.0 / CSN: 9468 * PFR: NO * PMA: NO * Quote: YES * EASA / FAA,"Service Rep EVM280 Seal ok, no major damage was notified at reception. Self test ok. Some faults ""16,15,14,13,12"" detected in memory. Thess faults could not be reproduced in our shop. Several tests done. Unit tested under thermal stress. Unit works within specifications. No Faults Found. Modrec 5 will be automatically added during final ATP IAW SB 280-77-006 Rev.1 Date of issue Feb 24/15",R2,1,MODN,81205,737,BOEING,800,HL8206,30877,N,14510,9468,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,RYR,Meggitt SA,350288221,2/21/17,S3960,241-298-002-015,AF07689,U,FT,NI,CR,CM,NB,HW,* For repair - Crew report no engines vibration indication on display. AVM   computer replaced IAW AMM 77-31-03 Rev 62. * A/C: ENG    TSN: 18239    CSN: 10314    PMA: No    Quote: Yes * PO amount: No    PBH: No    PFR: No * EASA + FAA,"Seal(s) ok and Acceptable  use  damage  has been noticed. Display blank at reception Intermitent failure on GPM, module must be replaced",R2,1,,ZZZZZ,UNK,,,,UNK,N,18239,10314,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,FDX,Meggitt SA,350288545,2/23/17,S3960,241-322-008-022,AE00136,U,NT,NA,NA,NA,NA,NA,"* For repair - mtsi 77-31/7626 * C/W Policy Sheet G-77-31-101 Dated 26Aug2016. * TSN: 18002:32    CSN: 2724    PMA: No    Quote: Yes    PO amount: 4.694 = ,00 $    PBH: No    PFR: No * EASA + FAA","Service Rep EVM322 Seal ok, no major damage was notified at reception. Unit works within specification. No fault found. Oscillators on Arinc module and VPM module must be replaced preventivelly FOC.",R2,1,,ZZZZZ,UNK,,,,UNK,N,18002,2724,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ELY,Meggitt SA,350288750,2/24/17,S3960,CA151M1-01,AC98038,S,NT,NA,NA,NA,NA,NA,* For repair - * #3 eng : due to verbaly information from crew about high eng vibration   during climbe. (Above 4) back to normaland increase again while arriving   cruise ALT * A/C: 747 / A/C reg: 4X-ELF * TSN: 1579 / CSN: 2762.00 * PFR: NO * PMA: NO * Quote: YES * EASA / FAA * Correct TSN as per PO is 24055,"No malfunctioning noted during incoming inspection. All measurements values within specification limits, no fault found. Accelerometer to be cleaned. New test report to be issued. Failure as reported by customer: Fault not confirmed.",R2,1,,81205,747,BOEING,400F,4X-ELF,26563,N,1579,2762,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,AMX,Meggitt SA,350289192,2/28/17,S3960,241-280-056-014,AB40661,U,FT,NI,CR,NA,NA,HW,* For test - * Unit leaves the worehouse with failures does not energize * A/C: N/A / A/C reg: N/A * TSN: 25124 / CSN: 20396 * PFR: NO * PMA: YES * Quote: NO * EASA / FAA,"Service Rep EVM280 Seal(s) ok and Light sratches on housing has been noticed at reception. Display doesn't power up. Failure on ATP step ""Load ATP"". Eeprom must be replaced on GPM module. Self Test is pass. SB 280-77-006 Rev.1 Date of issue Feb 24/15 already applied.  Your Choice:  A) Unit repaired, inspected and tested    Price: 3'687.00 EUR",R2,1,,ZZZZZ,UNK,,,UNK,UNK,N,25124,20396,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,SIA,Meggitt SA,350289550,3/2/17,S3960,241-323-007-021,AF26691,U,FT,NI,CR,NA,NA,HW,* For warranty repair - * STS MSG 'ENG VIB MONITOR L' * A/C: 777 / A/C reg: 9V-SRM * TSN: 16896:34 / CSN: 3677 * PFR: NO * PMA: NO * Quote: YES * EASA / FAA,"Service Rep EVM323 Seal ok, no major damage was notified at reception. Unit works within specification. Due to fault 10 and 18 in memory, VPM module must be replaced via SB 323-77-006 rev 0, new modrec 8 added. Oscillators on Arinc module must be replaced preventively. Soft Rolls loaded via SB 323-77-005 rev 2.",R2,1,,81205,777,BOEING,200ER,9V-SRM,32320,N,16896,3677,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,SIA,Meggitt SA,350290154,3/7/17,S3960,241-323-007-021,AF00366,U,FT,NI,CR,NA,NA,HW,* for warranty repair - Defect: STS eng vib monitor R M04218 * A/C reg: 9V-SVF - TSN/CSN: 21811:13/3365 * EASA / FAA,"Service Rep EVM323 Seal ok, no major damage was notified at reception. Due to fault 10 and 18 in memory, VPM module must be replaced via SB 323-77-006 rev 0, modrec 8 added. Oscillators on Arinc module must be replaced preventivelly. Soft Rolls loaded via SB 323-77-005 rev 2.",R2,1,,81205,777,BOEING,200ER,9V-SVF,30871,N,21811,3365,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,NAX,Meggitt SA,350290156,3/7/17,S3960,241-298-002-015,AK09955,U,FT,NI,CR,CM,NA,HW,* for warranty repair - Defect: Both eng vib ind U/S * A/C reg: LN-NGT - SER: 41125 - TSN/CSN: 10191/6490 * EASA / FAA / TCCA,"Service Rep EVM298  Seal ok. No major physical damages noticed. Display blank noticed at reception. The memory could not be read. Intermittent VAFM failures noticed during tests, due to defective VAFM module. the VAFM module must be replaced by a new one. The Algo3 software will be loaded.  *** UNIT UNDER WARRANTY ***",R2,1,,81205,737,BOEING,800,LN-NGT,41125,N,10191,6490,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,AAR,Meggitt SA,350290179,3/7/17,S3960,241-256-000-131,EF253,U,NT,NA,NC,NA,NA,NA,* for test - Engine 2 vibration msg * Removed from HL7618 - TSN/CSN: 96778/3958 * EASA / FAA,"Seal(s) ok and no major physical damage has been noticed. fault ""N2 tacho loss"" found in memory. Self test is pass. Unit works within specifications. No fault found.",R2,1,,81205,747,BOEING,400BDSF,HL7618,26343,N,96778,3958,2,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ACA,Meggitt SA,350290345,3/8/17,S3960,241-322-008-022,AL89266,U,FT,NI,CR,NA,NA,SW,* For repair - LH eng vib indication inop. Vibration monitor system   setops. * A/C: B777    A/C reg: 748    TSN: 4107.4    CSN: 543 PMA: No * Quote: Yes    PO amount: No    PBH: No    PFR: No * EASA + FAA - TCCA,"Service Rep EVM322 Seal ok, no major damage was notified at reception. Failure on ATP step 1.5 ""Discrete inputs"" program pin 5 and 6 and Step 1.6 ""Frequency response tests"". Oscillators on VPM module and Arinc module are ok. Unit must be reprogrammed. Unit under warranty.",R2,1,,ZZZZZ,UNK,,,,UNK,N,4107,543,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,SIA,Meggitt SA,350291157,3/13/17,S3960,241-324-000-012,AD39292,U,NT,NA,NA,NA,NA,NA,* for warranty repair - Defect: wORK ORDER tsvc/162774 to replace eng 1   RCC - A/C reg: 9V-SWT / TSN/CSN: 44901:07/5518 * EASA / FAA,"Service Rep ARCC Seals ok, no major damage was notified at reception. Unit works within specification. No fualt found.",R2,1,,81205,777,BOEING,300ER,9V-SWT,34585,N,44901,5518,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,DLH,Meggitt SA,350291197,3/14/17,S3960,241-322-008-022,AK68985,U,NT,NA,NA,NA,NA,NA,"* For repair - The core vibration in take off, climb and cruise are   reflecting as. * A/C: VT-JEW    PMA: Yes    Quote: No    PO amount: No * PBH: No    PFR: No * EASA + FAA","Service Rep EVM322 Seal ok, no major damage was notified at reception. Unit works within specification. No fault found. Your options:  A) Unit tested and inspected at price:    2'739.00 EUR B) Unit returned in As Is condition at price:    2'739.00 EUR C) Unit scrapped on site at price:    2'739.00 EUR",R2,1,,ZZZZZ,UNK,,,,UNK,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,UAE,Meggitt SA,350291766,3/17/17,S3960,241-322-008-022,AL99751,U,FT,NI,CR,NA,NA,HW,"* For warranty repair - LH eng N1 ind blank M msg 77-08841. No vib   indication on lh engine - box blank * * A6-EPO, TSN 2909.20, CSN: 714 * * EASA/FAA","Service Rep EVM322 Seal ok, no major damage was notified at reception. Unit doesn't power up due to AC/DC defect. AC/DC must be replaced. Unit under warranty.",R2,1,,81205,777,BOEING,300ER,A6-EPO,42334,N,2909,714,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,SVA,Meggitt SA,350291940,3/17/17,S3960,241-324-000-012,AG02722,U,NT,NA,NA,NA,NA,NA,* for test acc to latest Manufacturer´s Documents - 1 workstep add by   13000789 on 21.FEB.2017 ENG vib REF WO 9046464 eng vib moniter L stats. * A/C reg: yk-akd - TSN/CSN: 13801/3521 - PMA: YES * EASA / FAA,"Service Rep ARCC Seal ok, no major damage was notified at reception. Unit works within specification. No fault found. Your options:  A) Unit tested and inspected at price:    872.00 EUR B) Unit returned in As Is conditions at price:    1'029.00 EUR C) Unit scrapped on site at price:    0.00 EUR",R2,1,,81205,777,BOEING,200ER,HZ-AKD,28347,N,13801,3521,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,AIC,Meggitt SA,350291941,3/20/17,S3960,241-251-000-121,EB273,U,FT,NI,CR,NA,NA,HW,* for repair - MSG 77102 * A/C reg: VT-EVA - TSN/CSN: 238.50/80.00 * EASA / FAA,Seal(s) ok and no major physical damage has been noticed. Unit has no fonction due to defective power supply. Power supply must be repaired.,R2,1,,81205,747,BOEING,400,VT-EVA,28094,N,238,80,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,DLH,Meggitt SA,350291951,3/20/17,S3960,241-280-053-013,AA01483,U,FT,NI,NC,NA,NA,HW,* For test - * A/C: VQ-BCJ    TSN: N/A    CSN: N/A    PMA: Yes    Quote: No * PO amount: No    PBH: No    PFR: No * EASA + FAA + CAAC,"Service Rep EVM280 Seal(s) ok and no major physical damage has been noticed. Some light scratches noticed on case. No memory faults found in memory. Self Test is Pass. During investigations test impossible to load ATP software Two EEPROM's must be replaced via SB 280-77-005 Rev.0 Jul 02/12.  Visual inspection performed.  Your options:  a) You want your unit repaired, tested <(>&<)> inspected     Price: 3'687.00 EUR   b) - You wish us to return the unit ""AS IS""     999.00 EUR   c) - Scrap on site and investigation charges       999.00 EUR",R2,1,,81205,737,BOING,737-800,VQ-BCJ,29932,,,,3,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,NAX,Meggitt SA,350292147,3/21/17,S3960,241-298-002-015,AM05531,U,FT,NI,CR,NA,NA,HW,* for warranty repair - Defect: NO vibration indication for both eng * A/C reg: EI-FJO - type: B737 - MSN: 42076 - TSN/CSN: 2685/787 * EASA / FAA / TCCA,Service Rep EVM298  Seal ok. No major physical damages noticed. Display blank noticed at reception. The memory could not be read. due to defective PSM the PSM module must be replaced by a new one.  ***********UNIT UNDER WARANTY**************,R2,1,,81205,737,BOEING,800,EI-FJO,42076,N,2685,787,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,DAL,Meggitt SA,350293526,3/29/17,S3960,241-252-000-041,EC115,U,NT,NA,NA,NA,NA,NA,"* for inspection / repair IN ACCORDANCE WITH * OEM CMM 77-31-56 , REV 002 * WITH APPLICABLE DELTA SUPPLEMENTAL INFORMATION REV 002, PUB 41111. OFF   A/C: 01505 * MAJOR ASSEMBLY FTN: CANNOT BE DETERMINED. History of the removal reason   is mentioned on the PO. * TSN/CSN: 18932:00/2636:00 * EASA / FAA",Seal(s) ok and no major physical damage has been noticed. No failure found in memory. Self test is pass. Unit works within specifications. No fault found.,R2,1,,ZZZZZ,UNK,,,UNK,UNK,N,18932,2636,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,FDX,Meggitt SA,350293830,3/30/17,S3960,241-322-008-022,AF04405,U,NT,NA,NA,NA,NA,NA,"* for repair - Defect: the RH engine has history of ""ENG vibe"" status   messages. C/W policy sheet G-77-31-101 Dated 26Aug2016 * TSN/CSN: 24924:11/3815:00 - PO amount: 4694.00 USD * EASA / FAA","Service Rep EVM322 Seal ok, no major damage was notified at reception. Unit works within specification. No fault found. Work perfomed IAW Policy sheet G-77-31-101 Dated 26 aug 2016.",R2,1,,81205,UNK,BOEING,,UNK,UNK,N,24924,3815,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,UTA,Meggitt SA,350294196,4/5/17,95411,6672M805,DH37,U,NT,NA,NA,NA,NA,NA,* for functional test acc to latest Manufacturer´s Documents - Replace AVM   signal conditioner to satisfy SB-767-77-0023-01. Remove as serviceable   AVM SC IAW AMM task 77-31-03-004-002-H00. Install new AVM SC P/N   241-280-053-013 IAW AMM task 77-31-03-404-004-H00 * A/C reg: VP-BAG - TSN/CSN: UNK - PMA: YES * EASA / FAA,No physical damage has been noticed. Self test is pass. Unit works within specifications. No fault found.,R2,1,TEST,81205,767,BOEING,200EREM,VP-BAG,30435,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,CPA,Meggitt SA,350294659,4/7/17,S3960,241-322-007-021,AE29828,U,NT,NA,NA,NA,NA,NA,"* For repair - Eng vib mon-L * B-KPM, TSN: 39517.42, CSN: 4243 * * EASA / FAA","Service Rep EVM322 Seal ok, No Physical damage was noticed at reception. The unit PNR:241-322-007-021 will be upgraded to the new version PNR:241-322-008-022 Mod Rec.1. Oscillators on VPM module and Arinc module must be replaced preventively.",R2,1,,81205,777,BOEING,300ER,B-KPM,36159,N,39517,4243,2,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,CKS,Meggitt SA,350296474,4/19/17,S3960,241-256-000-131,EF241,U,NT,NA,NC,NA,NA,NA,* For repair - Eng 3 shows hign N2 * * FAA,Seal(s) ok and no major physical damage has been noticed. No failure found in memory. Self test is pass. Unit works within specifications. No fault found.,R2,1,,81205,UNK,BOEING,UNK,UNK,UNK,,,,2,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,FDB,Meggitt SA,350280892,12/22/16,S3960,241-298-002-015,AE44723,U,FT,NI,CR,CM,NA,HW,* For repair - High engine vibration 5.2 unit noted on T/0 above 80KNTS   when airborn. * A/C: A6-FDV    A/C reg: 737-8KN    TSN: 2758    CSN: 1287 * PMA: No    Quote: Yes    PO amount: No    PBH: No    PFR: No * Special SB/CMM request: !Shop report must include status for SB   298-77-008 and 298-77-011! * EASA + FAA,"Service Rep EVM298  Seal ok and no major physical damages has been noticed. Algo 3 in memory at reception. ""1/Rev Loss E2"" failures found in memory at reception. 1/Rev Loss E2 failures noticed during tests, due to defective VPM module. The VPM module must be replaced by a new one via SB 298-77-015 Rev.0 Jun 16/14 and SB 298-77-013 Rev.0 Nov 07/13, which replaces the ModRec3 by ModRec4 and ModRec7. Algo 3 will be loaded. Update of DSP configuration table done via SB 298-77-011 Rev.1 Jan 08/15.",R2,1,,81205,737,BOEING,800,A6-FDV,40248,N,2758,1287,2,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,KLM,Meggitt SA,350281213,12/23/16,S3960,241-298-002-015,AM03069,U,FT,NI,CR,CM,NB,HW,* For warranty test / repair according latest revision of the CMM and/or   applicable maintenance data * Removal reason: both vibration indicators blank * TSN: 1909 / CSN: 732 * A/C: EI-FJN / MSN: 41152 * EASA / FAA,"Service Rep EVM298  Seal ok. No major physical damages noticed. Some light scratches noticed on case. The memories could not be read. Display blank noticed at reception. Some power supply failures noticed during tests, due to defective Power Supply module, must be replaced by a new one. VAFM failures noticed during tests, due to defective VAFM module, must be repaired.  The algo 3 must be loaded via SB 298-77-008 Rev.1 Jan 08/15 and SB 298- 77-011 Rev.1 Jan 08/15.  *** UNIT UNDER WARRANTY ***",R2,1,,81205,737,Boeing,800,EI-FJN,41152,N,1909,732,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,RYR,Meggitt SA,350284381,1/20/17,S3960,241-298-002-015,AH06821,U,NT,NA,NA,NA,NA,NA,"* For repair - * After start both vib indications blank, CB pulled indications normal but   both blank after 1 min, A/C return to stand, when power source changed   both indications normal. AVM box replaced IAW 77-31-03 Rev 61. * A/C: N/A / A/C reg: EVF * TSN: 14960 / CSN: 7654 * PFR: NO * PMA: NO * Quote: YES * Special SB/CMM request: 77-31-03 Rev 61 * EASA / FAA",Seal(s) ok and no major physical damage has been noticed. Tacho loss in memory. external fault. Self test is pass. Unit works within specifications. No fault found.,R2,1,,,,,,,,N,14960,7654,1,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ZZZZ,Meggitt SA,350284384,1/20/17,S3960,241-298-002-015,AF23251,U,FT,NA,NA,NA,NA,HW,* For repair - Both engines vibration indications U/S AAVM conditioner   found dead. AAVM conditioner had been replaced IAW AMM 77- 31-03 REV 61. * A/C: EKT    TSN: 18494    CSN: 9156    PMA: No    Quote: Yes * PO amount: No    PBH: No    PFR: No * Special SB/CMM request: In accordance with the latest revision of the   manufacturers CMM. * EASA + FAA,"Seal(s) ok and no major physical damage has been noticed. Customer complain confirmed, Dispay blank intermittent and no AAVM menu. Processing module must be repaired.",R2,1,,,,,,,,N,18494,9156,3,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ASA,Meggitt SA,350285823,2/2/17,S3960,241-298-002-011,AB68328,U,NT,NA,NA,NA,NA,NA,* For repair - Could not connect. * TSN: 28276    CSN: 11519    A/C: 307AS    PMA: No Quote: Yes * PO amount: No    PBH: No    PFR: No * EASA + FAA,"Service Rep EVM298 Seal(s) ok and Acceptable  use  damage  has been noticed. No failure found in memory. Self test is pass. Unit works within specifications. No fault found. SB 298-77-008 already applied, already on 3 algo. DSP table will be upgraded IAW SB 298-77-011",R2,1,,81205,737,BOEING,900,N307AS,,N,28276,11519,1,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,RAM,Meggitt SA,350287285,2/14/17,S3960,241-280-056-014,AB79138,U,NT,NA,NA,NA,NA,NA,"* For test, repair and modification - No flight history data stored.   Modification SB 280-77-006    SB 280-77-002 REV 1. * A/C: CN-RNZ    TSN: 5356    CSN: 2112    PMA: No * Quote: Yes    PO amount: 107,04 $    PBH: No    PFR: No * EASA + FAA",***Revised quote*** Service Rep EVM280 Seal ok. No major physical damages has been noticed. No memory faults detected in memory. The Power Line Filter must be replaced by a new one via SB 280-77-002 Rev.1 Oct 25/06 which introduces the ModRec3 (at 553.00 EUR) The ModRec 5 must be applied via SB 280-77-006 Rev.1 Feb 24/15.,R2,1,,81205,737,BOING,737-800,CN-RNZ,33058,N,5356,2112,3,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,DLH,Meggitt SA,350288226,2/21/17,S3960,241-215-000-031,0187,U,NT,NA,NA,NA,NA,NA,* For test - * A/C: D-ALCK    TSN: 11699    CSN: 2347    PMA: Yes Quote: Yes * PO amount: No    PBH: No    PFR: No * EASA + FAA,"Seal(s) ok and no major physical damage has been noticed. No failure found in memory. Self test is pass. Unit works within specifications. No fault found. Your options: . . a) - You want your unit inspected and recertified     1377.00 EUR . . b) - You wish us to return the unit ""AS IS""     999.00 EUR . . c) - Scrap on site and investigation charges       999.00 EUR",R2,1,,81205,MD-11,BOING,MD-11F,D-ALCK,48803,N,11699,2347,1,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,SXS,Meggitt SA,350288394,2/22/17,S3960,241-280-053-013,0568,U,FT,NI,CR,NA,NA,HW,"* For test - Comp display blank Eng 1,2 vib indication. * A/C: D-ASXI    TSN: 29238    CSN: 13811    PMA: Yes Quote: No * PO amount: No    PBH: No    PFR: No * EASA + FAA + CAAC","Service Rep EVM280 Seal(s) ok and no major physical damage has been noticed. Some light scratches noticed on case. No memory faults found in memory. Self Test is Pass. During investigations test impossible to load ATP software Two EEPROM's must be replaced via SB 280-77-005 Rev.0 Jul 02/12.  Visual inspection performed.  Your Choice:  a) You want your unit repaired, tested <(>&<)> inspected     Price: 3'687.00 EUR",R2,1,,81205,737,BOING,737-800,D-ASXI,32367,N,29238,13811,1,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,CSN,Meggitt SA,350289442,3/1/17,S3960,241-322-008-022,AJ54711,U,NT,NA,NA,NA,NA,NA,* For warranty repair - Eng vib monitor L. * A/C: B-2042    TSN: 13933.93    CSN: 1727    PMA: No Quote: Yes * PO amount: No    PBH: No    PFR: No * EASA + FAA + CAAC,"Service Rep EVM322 Seal ok, no major damage was notified at reception. Unit works within specification. No fault found.",R2,1,,81205,777,BOING,777-200F,B-2042,41633,N,13933,1727,1,
