aircraft_fully_qualified_registration_no,aircraft_identification_no,manufacturer_name,manufacturer_code,aircraft_model_identifier,aircraft_series_identifier
N32P,LM-31,Textron Aviation (Beechcraft),ZZZZZ,King Air 90,King Air A90-1
N32PA,025,Bombardier (Learjet),L00I6,Learjet 36,A
N32PB,31-8212006,Piper,ZZZZZ,PA-31 Navajo,PA-31-300
N32PF,226,Bombardier (Learjet),L00I6,Learjet 31,A
N32PJ,258189/NA0455,Textron Aviation (Hawker),ZZZZZ,HS125/Hawker,BAe 125 800
N32PM,525C-0190,Textron Aviation (Cessna),ZZZZZ,CitationJet CJ4 (Cessna 525C),525C CJ4
N32PZ,LJ-2035,Textron Aviation (Beechcraft),ZZZZZ,King Air 90,King Air C90GTx
N32SB,31-7612098,Piper,ZZZZZ,PA-31 Navajo,PA-31-300
N32SF,14501060,Embraer,001JK,ERJ-135,Legacy 600
N32SG,RB-90,Textron Aviation (Beechcraft),ZZZZZ,Premier I,
N32SM,550-0478,Textron Aviation (Cessna),ZZZZZ,Citation II (Cessna 550),550 Citation II
N32SV,BB-865,Textron Aviation (Beechcraft),ZZZZZ,King Air 200,
N32SW,60-002,Bombardier (Learjet),L00I6,Learjet 60,
N32TC,4697411,Piper,ZZZZZ,PA-46 Malibu,PA-46-500TP Malibu Meridian
N32TF,402B-0932,Textron Aviation (Cessna),ZZZZZ,Cessna 402,402B
N32TM,023,Gulfstream,2AAX5,Gulfstream G200 / IAI Galaxy,Gulfstream G200 (IAI Galaxy)
N32TP,BB-456,Textron Aviation (Beechcraft),ZZZZZ,King Air 200,
N32WA,208B-0234,Textron Aviation (Cessna),ZZZZZ,Cessna 208 Caravan,208B Grand Caravan
N32WC,3009,Piaggio,ZZZZZ,P.180,Avanti II
N32WK,1046,Pilatus,ZZZZZ,PC-12,47
N32WS,11339,Rockwell,ZZZZZ,Turbo Commander,690A
N32WZ,400,Daher,ZZZZZ,TBM 700 / 850 / 900,TBM 850
N3300,50500076,Embraer,001JK,Phenom,300
N330AC,RB-173,Textron Aviation (Beechcraft),ZZZZZ,Premier I,
N330AF,UB-38,Textron Aviation (Beechcraft),ZZZZZ,Beech 1900,C
N330AM,25235,Textron Aviation (Hawker),ZZZZZ,HS125/Hawker,HS125 400
N330AU,46800,Boeing (McDonnell-Douglas),88277,DC-10,30F
N330AV,U-230,Textron Aviation (Beechcraft),ZZZZZ,Beech 99,C99
N330DB,LJ-1542,Textron Aviation (Beechcraft),ZZZZZ,King Air 90,King Air C90B
N330DK,550-0266/551-0309,Textron Aviation (Cessna),ZZZZZ,Citation II (Cessna 550),550 Citation II
N330DX,7896,Airbus,FA849,A321,200
N330E,3026,Bombardier (Shorts),K4585,Short 330 (SD3-30),200
N330EA,1085,Daher,ZZZZZ,TBM 700 / 850 / 900,TBM 900
N330EN,274,Bombardier (de Havilland),L00I6,DHC-8,300
N330FR,8219,Airbus,FA849,A320,200N neo
N330FX,50500028,Embraer,001JK,Phenom,300
N330GC,560-5313/560-5501,Textron Aviation (Cessna),ZZZZZ,Citation XLS (Cessna 560XLS),560XLS Citation Excel S
N330GG,377,Daher,ZZZZZ,TBM 700 / 850 / 900,TBM 850
N330GW,HA-0003,Textron Aviation (Hawker),ZZZZZ,HS125/Hawker,Hawker 900
N330HT,46-8408010,Piper,ZZZZZ,PA-46 Malibu,PA-46-310P Malibu
N330K,189,Dassault,F6117,Falcon 2000,
N330L,330,Bombardier (Learjet),L00I6,Learjet 25,D
N330NB,1549,Airbus,FA849,A319,100
N330NV,2786,Airbus,FA849,A319,100
N330NW,0307,Airbus,FA849,A320,200
N330NX,1330,Pilatus,ZZZZZ,PC-12,47
N330PE,LJ-1917,Textron Aviation (Beechcraft),ZZZZZ,King Air 90,King Air C90GTi
N330PK,525B-0351,Textron Aviation (Cessna),ZZZZZ,CitationJet CJ3 (Cessna 525B),525B CJ3
N330PQ,15330,Bombardier (Canadair),L00I6,CRJ900,
N330QS,50500180,Embraer,001JK,Phenom,300 Platinum
N330QT,1368,Airbus,FA849,A330,200F
N330R,RK-386,Textron Aviation (Hawker),ZZZZZ,Hawker 400 / Beechjet 400,Hawker 400XP
N330TK,FL-1010,Textron Aviation (Beechcraft),ZZZZZ,King Air 350,
N330TS,RK-330,Textron Aviation (Hawker),ZZZZZ,Hawker 400 / Beechjet 400,Beechjet 400A
N330TT,FL-532,Textron Aviation (Beechcraft),ZZZZZ,King Air 350,
N330UP,27756,Boeing,81205,767,300ERF
N330V,LJ-811,Textron Aviation (Beechcraft),ZZZZZ,King Air 90,King Air C90
N330VP,560-0330,Textron Aviation (Cessna),ZZZZZ,Citation Ultra (Cessna 560),560 Citation Ultra
N330WJ,022,Gulfstream,2AAX5,Gulfstream G200 / IAI Galaxy,Gulfstream G200 (IAI Galaxy)
N330WR,337,Gulfstream,2AAX5,G-1159A Gulfstream III,
N33103,27293,Boeing,81205,757,200
N33132,29281,Boeing,81205,757,200
N33182,14500909,Embraer,001JK,ERJ-145,
N331AF,UB-44,Textron Aviation (Beechcraft),ZZZZZ,Beech 1900,C
N331AG,430,Saab,ZZZZZ,Saab 340,B
N331AR,337,Viking Air,ZZZZZ,DHC-6,300
N331AZ,24875,Boeing,81205,767,300ERF
N331BN,2035,Gulfstream,2AAX5,Gulfstream G280,
N331BR,560-0530,Textron Aviation (Cessna),ZZZZZ,Citation Ultra (Cessna 560),560 Citation Ultra
N331CA,10061,Bombardier (Canadair),L00I6,CRJ700,CRJ701
N331CK,23747,Boeing,81205,737 (CFMI),300F
N331CL,331,Saab,ZZZZZ,Saab 340,B
N331DC,601,Dassault,F6117,Falcon 2000, DX
N331DM,429,Dassault,F6117,Falcon 20/200,Falcon 20-5
N331DN,7943,Airbus,FA849,A321,200
N331EN,279,Bombardier (de Havilland),L00I6,DHC-8,300
N331FR,8239,Airbus,FA849,A320,200N neo
N331FT,K001,Epic Aircraft,ZZZZZ,E1000,
N331FX,50500032,Embraer,001JK,Phenom,300
N331GL,682,Daher,ZZZZZ,TBM 700 / 850 / 900,TBM 850
N331GR,FL-381,Textron Aviation (Beechcraft),ZZZZZ,King Air 350,
N331HA,EX117,Dassault,F6117,Falcon 2000, EX EASy
N331HW,184,Pilatus,ZZZZZ,PC-12,45
N331JA,224,Bombardier (Learjet),L00I6,Learjet 31,A
N331JP,LJ-1756,Textron Aviation (Beechcraft),ZZZZZ,King Air 90,King Air C90GT
N331KB,31T-7804009,Piper,ZZZZZ,PA-31T,1 Cheyenne I
N331MN,50000408,Embraer,001JK,Phenom,100
N331MP,441-0312,Textron Aviation (Cessna),ZZZZZ,Cessna,441
N331MW,560-0384,Textron Aviation (Cessna),ZZZZZ,Citation Ultra (Cessna 560),560 Citation Ultra
N331N,022,Bombardier (Learjet),L00I6,Learjet 31,
N331NB,1567,Airbus,FA849,A319,100
N331NC,31P-8414046,Piper,ZZZZZ,PA-31 Navajo,PA-31P
N331NG,1331,Pilatus,ZZZZZ,PC-12,47
N331NV,2625,Airbus,FA849,A319,100
N331NW,0318,Airbus,FA849,A320,200
N331PL,525A-0070,Textron Aviation (Cessna),ZZZZZ,CitationJet CJ2 (Cessna 525A),525A CJ2
N331PQ,15331,Bombardier (Canadair),L00I6,CRJ900,
N331PR,550-0831,Textron Aviation (Cessna),ZZZZZ,Citation Bravo (Cessna 550),550 Citation Bravo
N331QS,50500183,Embraer,001JK,Phenom,300 Platinum
N331QT,1380,Airbus,FA849,A330,200F
N331RC,11137,Rockwell,ZZZZZ,Turbo Commander,690A
N331SK,063,Gulfstream,2AAX5,Gulfstream G100 / IAI 1125 Astra,Astra SP
N331TC,414-0943,Textron Aviation (Cessna),ZZZZZ,Cessna,414
N331UP,27757,Boeing,81205,767,300ERF
N331US,196,Bombardier (Learjet),L00I6,Learjet 31,A
N33203,30613,Boeing,81205,737 NG,800
N33209,30581,Boeing,81205,737 NG,800
N3324T,205,Viking Air,ZZZZZ,DHC-3,Otter
N33262,32402,Boeing,81205,737 NG,800
N33264,31584,Boeing,81205,737 NG,800
N33266,32403,Boeing,81205,737 NG,800
N33284,31635,Boeing,81205,737 NG,800
N33286,31600,Boeing,81205,737 NG,800
N33289,31607,Boeing,81205,737 NG,800
N33292,33455,Boeing,81205,737 NG,800
N33294,34000,Boeing,81205,737 NG,800
N332AE,332,Saab,ZZZZZ,Saab 340,B
N332AR,20332,Bombardier (Canadair),L00I6,Challenger,300
N332BN,2027,Gulfstream,2AAX5,Gulfstream G280,
N332CA,BB-816,Textron Aviation (Beechcraft),ZZZZZ,King Air 200,
N332CK,23707,Boeing,81205,737 (CFMI),300F
N332CM,RB-123,Textron Aviation (Beechcraft),ZZZZZ,Premier I,
N332DE,LJ-674,Textron Aviation (Beechcraft),ZZZZZ,King Air 90,King Air C90
N332DM,441-0167,Textron Aviation (Cessna),ZZZZZ,Cessna,441
N332DN,7973,Airbus,FA849,A321,200
N332FJ,EX332,Dassault,F6117,Falcon 2000, LXS
N332FR,8307,Airbus,FA849,A320,200N neo
N332FT,K002,Epic Aircraft,ZZZZZ,E1000,
N332GM,FL-181,Textron Aviation (Beechcraft),ZZZZZ,King Air 350,
N332JS,BB-1938,Textron Aviation (Beechcraft),ZZZZZ,King Air 200,King Air B200
N332M,BY-39,Textron Aviation (Beechcraft),ZZZZZ,King Air 200,King Air B200
N332MB,4351,Gulfstream,2AAX5,Gulfstream G450,
N332MS,LJ-1023,Textron Aviation (Beechcraft),ZZZZZ,King Air 90,King Air C90-1
N332MT,550-1105,Textron Aviation (Cessna),ZZZZZ,Citation Bravo (Cessna 550),550 Citation Bravo
N332NB,1570,Airbus,FA849,A319,100
N332NV,2638,Airbus,FA849,A319,100
N332NW,0319,Airbus,FA849,A320,200
N332P,BY-178,Textron Aviation (Beechcraft),ZZZZZ,King Air 200,King Air 250
N332QS,50500184,Embraer,001JK,Phenom,300 Platinum
N332QT,1428,Airbus,FA849,A330,200F
N332SA,42-5527025,Piper,ZZZZZ,PA-42,1000 Cheyenne 400LS
N332SM,42-8001020,Piper,ZZZZZ,PA-42,Cheyenne III
N332ST,4636732,Piper,ZZZZZ,PA-46 Malibu,PA-46-350P Malibu
N332TM,201,Gulfstream,2AAX5,Gulfstream G200 / IAI Galaxy,Gulfstream G200 (IAI Galaxy)
N332UP,32843,Boeing,81205,767,300ERF
N332V,023,Bombardier (Learjet),L00I6,Learjet 31,
N3330,LJ-1998,Textron Aviation (Beechcraft),ZZZZZ,King Air 90,King Air C90GTx
N3333Q,8053,Bombardier (Canadair),L00I6,CRJ100/200,850
N3333U,9154,Bombardier (Canadair),L00I6,Global 5000,
N3337J,20337,Bombardier (Canadair),L00I6,Challenger,300
N3338,9569,Bombardier (Canadair),L00I6,Global 5000,
N333AH,650-0222,Textron Aviation (Cessna),ZZZZZ,Citation VI (Cessna 660),660 Citation VI
N333AM,414-0651,Textron Aviation (Cessna),ZZZZZ,Cessna,414
N333AS,421C-0300,Textron Aviation (Cessna),ZZZZZ,Cessna,421 (Piston)
N333BD,525A-0237,Textron Aviation (Cessna),ZZZZZ,CitationJet CJ2 (Cessna 525A),525A CJ2
N333BH,14501167,Embraer,001JK,ERJ-135,Legacy 650
N333CJ,421B-0313,Textron Aviation (Cessna),ZZZZZ,Cessna,421 (Piston)
N333DF,31-7952198,Piper,ZZZZZ,PA-31 Navajo,PA-31-350 Chieftain
N333DS,5292,Gulfstream,2AAX5,Gulfstream G550,
N333DX,8026,Airbus,FA849,A321,200
N333EB,550-0893,Textron Aviation (Cessna),ZZZZZ,Citation Bravo (Cessna 550),550 Citation Bravo
N333EC,1414,Gulfstream,2AAX5,Gulfstream IV,SP
N333EJ,31-7652055,Piper,ZZZZZ,PA-31 Navajo,PA-31-350 Chieftain
N333EN,221,Bombardier (de Havilland),L00I6,DHC-8,300
N333EY,1105,Daher,ZZZZZ,TBM 700 / 850 / 900,TBM 900
N333FG,1364,Gulfstream,2AAX5,Gulfstream IV,SP
N333FX,50500034,Embraer,001JK,Phenom,300
N333GC,4636383,Piper,ZZZZZ,PA-46 Malibu,PA-46-350P Malibu
N333GW,6099,Gulfstream,2AAX5,Gulfstream G650,ER
N333HC,11310,Rockwell,ZZZZZ,Turbo Commander,690A
N333HD,98,Dassault,F6117,Falcon 2000,
N333HF,31-8152097,Piper,ZZZZZ,PA-31 Navajo,PA-31-350 Chieftain
N333HH,414-0942,Textron Aviation (Cessna),ZZZZZ,Cessna,414
N333HS,510-0370,Textron Aviation (Cessna),ZZZZZ,Citation Mustang (Cessna 510),510 Citation Mustang
N333JK,RB-159,Textron Aviation (Beechcraft),ZZZZZ,Premier I,
N333KE,14,Dassault,F6117,Falcon 10,
N333KG,680-0189,Textron Aviation (Cessna),ZZZZZ,Citation Sovereign (Cessna 680),680 Citation Sovereign
N333LD,208-00530,Textron Aviation (Cessna),ZZZZZ,Cessna,208 Caravan
N333MB,5575,Gulfstream,2AAX5,Gulfstream G550,
N333MG,680-0332,Textron Aviation (Cessna),ZZZZZ,Citation Sovereign (Cessna 680),680 Citation Sovereign
N333MV,258403,Textron Aviation (Hawker),ZZZZZ,HS125/Hawker,Hawker 800
N333MX,EX120,Dassault,F6117,Falcon 2000, EX EASy
N333NB,1582,Airbus,FA849,A319,100
N333NR,BY-333,Textron Aviation (Beechcraft),ZZZZZ,King Air 200,King Air 250
N333NV,2790,Airbus,FA849,A319,100
N333NW,0329,Airbus,FA849,A320,200
N333PC,258669,Textron Aviation (Hawker),ZZZZZ,HS125/Hawker,Hawker 800
N333PR,31-7305112,Piper,ZZZZZ,PA-31 Navajo,PA-31-350 Chieftain
N333PW,414A-0525,Textron Aviation (Cessna),ZZZZZ,Cessna,414A
N333QS,50500186,Embraer,001JK,Phenom,300 Platinum
N333QT,BB-1702,Textron Aviation (Beechcraft),ZZZZZ,King Air 200,King Air B200
N333QV,510-0136,Textron Aviation (Cessna),ZZZZZ,Citation Mustang (Cessna 510),510 Citation Mustang
N333RK,380SA,Mitsubishi,ZZZZZ,MU-2,B-26A (P)
N333RL,259027,Textron Aviation (Hawker),ZZZZZ,HS125/Hawker,BAe 125 1000
N333SG,31-7752183,Piper,ZZZZZ,PA-31 Navajo,PA-31-350 Chieftain
N333TL,LJ-999,Textron Aviation (Beechcraft),ZZZZZ,King Air 90,King Air C90
N333TX,421C-0333,Textron Aviation (Cessna),ZZZZZ,Cessna,421 (Piston)
N333UJ,425-0179,Textron Aviation (Cessna),ZZZZZ,Cessna,425
N333UP,96015,Rockwell,ZZZZZ,Turbo Commander,695A
N333WT,LA-91,Textron Aviation (Beechcraft),ZZZZZ,King Air 90,King Air F90
N333WW,LJ-1741,Textron Aviation (Beechcraft),ZZZZZ,King Air 90,King Air C90B
N333XP,LJ-1609,Textron Aviation (Beechcraft),ZZZZZ,King Air 90,King Air C90B
N333XX,31T-7920038,Piper,ZZZZZ,PA-31T,Cheyenne II
N333ZP,363SA,Mitsubishi,ZZZZZ,MU-2,B-26A (P)
N334AF,20359,Bombardier (Canadair),L00I6,Challenger,300
N334AG,434,Saab,ZZZZZ,Saab 340,B
N334CA,FL-351,Textron Aviation (Beechcraft),ZZZZZ,King Air 350,
N334CJ,334,Saab,ZZZZZ,Saab 340,B
N334DN,8040,Airbus,FA849,A321,200
N334FR,8306,Airbus,FA849,A320,200N neo
N334FX,5586,Bombardier (Canadair),L00I6,Challenger,604
N334JB,19000446,Embraer,001JK,E190,
N334JK,069,Gulfstream,2AAX5,Gulfstream G200 / IAI Galaxy,Gulfstream G200 (IAI Galaxy)
N334N,421C-0458,Textron Aviation (Cessna),ZZZZZ,Cessna,421 (Piston)
N334NB,1659,Airbus,FA849,A319,100
N334NV,2831,Airbus,FA849,A319,100
N334NW,0339,Airbus,FA849,A320,200
N334QS,680-0164,Textron Aviation (Cessna),ZZZZZ,Citation Sovereign (Cessna 680),680 Citation Sovereign
N334QT,1448,Airbus,FA849,A330,200F
N334RJ,550-0228/551-0052,Textron Aviation (Cessna),ZZZZZ,Citation II (Cessna 550),550 Citation II
N334RP,31-8052071,Piper,ZZZZZ,PA-31 Navajo,PA-31-350 Chieftain
N334SM,44479,Boeing,81205,737 Max,8
N334ST,4697334,Piper,ZZZZZ,PA-46 Malibu,PA-46-500TP Malibu Meridian
N334TS,42.AC034,Diamond,ZZZZZ,DA42,
N334UP,32844,Boeing,81205,767,300ERF
N33502,49739,Boeing (McDonnell-Douglas),88277,MD-80,MD-82
N3356Y,FM-4,Textron Aviation (Beechcraft),ZZZZZ,King Air 350,350C
N335AB,208-00033,Textron Aviation (Cessna),ZZZZZ,Cessna,208 Caravan
N335AF,20190,Bombardier (Canadair),L00I6,Challenger,300
N335AP,LJ-1919,Textron Aviation (Beechcraft),ZZZZZ,King Air 90,King Air C90GTi
N335AS,50500079,Embraer,001JK,Phenom,300
N335BY,BY-335,Textron Aviation (Beechcraft),ZZZZZ,King Air 200,King Air 250
N335CM,414A-0418,Textron Aviation (Cessna),ZZZZZ,Cessna,414A
N335CS,550-1091,Textron Aviation (Cessna),ZZZZZ,Citation Bravo (Cessna 550),550 Citation Bravo
N335DN,8036,Airbus,FA849,A321,200
N335FR,8320,Airbus,FA849,A320,200N neo
N335JJ,525A-0162,Textron Aviation (Cessna),ZZZZZ,CitationJet CJ2 (Cessna 525A),525A CJ2
N335KB,588,Bombardier (Learjet),L00I6,Learjet 35,A
N335LL,5107,Gulfstream,2AAX5,Gulfstream G550,
N335MA,145400,Embraer,001JK,ERJ-145,
N335MB,525-0959,Textron Aviation (Cessna),ZZZZZ,Citation M2,
N335MR,443,Bombardier (Learjet),L00I6,Learjet 35,A
N335NB,1662,Airbus,FA849,A319,100
N335NV,2852,Airbus,FA849,A319,100
N335NW,0340,Airbus,FA849,A320,200
N335PH,31265,Boeing,81205,737 NG,800
N335PQ,15335,Bombardier (Canadair),L00I6,CRJ900,
N335PR,647,Bombardier (Learjet),L00I6,Learjet 35,A
N335QS,50500200,Embraer,001JK,Phenom,300 Platinum
N335QT,1534,Airbus,FA849,A330,200F
N335RC,256,Bombardier (Learjet),L00I6,Learjet 35,A
N335RJ,550-1063,Textron Aviation (Cessna),ZZZZZ,Citation Bravo (Cessna 550),550 Citation Bravo
N335RT,44461,Boeing,81205,737 Max,8
N335SN,44480,Boeing,81205,737 Max,8
N335TA,BB-514,Textron Aviation (Beechcraft),ZZZZZ,King Air 200,
N335TW,335,Dassault,F6117,Falcon 20/200,Falcon 20F
N335UP,37856,Boeing,81205,767,300ERF
N335VB,297,IAI,ZZZZZ,IAI 1123/1124 Westwind,1124
N335WH,335,Pilatus,ZZZZZ,PC-12,45
N33610,S550-0026,Textron Aviation (Cessna),ZZZZZ,Citation S/II (Cessna S550),S550 Citation S/II
N336AG,436,Saab,ZZZZZ,Saab 340,B
N336AK,333,Viking Air,ZZZZZ,DHC-3,Turbo Otter
N336DX,8063,Airbus,FA849,A321,200
N336EB,5525,Gulfstream,2AAX5,Gulfstream G550,
N336EN,336,Bombardier (de Havilland),L00I6,DHC-8,300
N336FR,8357,Airbus,FA849,A320,200N neo
N336JP,208B-5036,Textron Aviation (Cessna),ZZZZZ,Cessna 208 Caravan,208B Grand Caravan
N336KT,4697033,Piper,ZZZZZ,PA-46 Malibu,PA-46-500TP Malibu Meridian
N336LA,LJ-1777,Textron Aviation (Beechcraft),ZZZZZ,King Air 90,King Air C90GT
N336LS,5081,Gulfstream,2AAX5,Gulfstream G550,
N336MM,FL-607,Textron Aviation (Beechcraft),ZZZZZ,King Air 350,
N336NB,1683,Airbus,FA849,A319,100
N336NV,2176,Airbus,FA849,A319,100
N336NW,0355,Airbus,FA849,A320,200
N336P,31T-7400003,Piper,ZZZZZ,PA-31T,Cheyenne II
N336PQ,15336,Bombardier (Canadair),L00I6,CRJ900,
N336QS,50500201,Embraer,001JK,Phenom,300 Platinum
N336RJ,465-10,Rockwell,ZZZZZ,Sabreliner,65 (NA265-65)
N336RU,44460,Boeing,81205,737 Max,8
N336SA,336,Saab,ZZZZZ,Saab 340,B
N336SR,44482,Boeing,81205,737 Max,8
N336UP,37857,Boeing,81205,767,300ERF
N336XL,560-5336,Textron Aviation (Cessna),ZZZZZ,Citation Excel (Cessna 560XL),560XL Citation Excel
N33714,28785,Boeing,81205,737 NG,700
N3373Q,421B-0257,Textron Aviation (Cessna),ZZZZZ,Cessna,421 (Piston)
N3377Q,421B-0261,Textron Aviation (Cessna),ZZZZZ,Cessna,421 (Piston)
N3378Q,402B-0334,Textron Aviation (Cessna),ZZZZZ,Cessna 402,402B
N337AK,418,Viking Air,ZZZZZ,DHC-3,Turbo Otter
N337AS,50500267,Embraer,001JK,Phenom,300
N337AZ,27060,Boeing,81205,767,300ERF
N337CC,HA-0155,Textron Aviation (Hawker),ZZZZZ,HS125/Hawker,Hawker 900
N337CJ,000061,Eclipse,ZZZZZ,Eclipse,500
N337CM,510-0337,Textron Aviation (Cessna),ZZZZZ,Citation Mustang (Cessna 510),510 Citation Mustang
N337DH,337,Viking Air,ZZZZZ,DHC-2,
N337DN,8080,Airbus,FA849,A321,200
N337EN,284,Bombardier (de Havilland),L00I6,DHC-8,300
N337FR,8380,Airbus,FA849,A320,200N neo
N337GJ,FL-337,Textron Aviation (Beechcraft),ZZZZZ,King Air 350,
N337HJ,42000130,Honda,ZZZZZ,HA-420 HondaJet,
N337JB,19000473,Embraer,001JK,E190,
N337KC,441-0337,Textron Aviation (Cessna),ZZZZZ,Cessna,441
N337KL,380-71,Rockwell,ZZZZZ,Sabreliner,80 (NA265-80)
N337LS,5099,Gulfstream,2AAX5,Gulfstream G550,
N337MB,37,Viking Air,ZZZZZ,DHC-6,100
N337NB,1685,Airbus,FA849,A319,100
N337NG,1337,Pilatus,ZZZZZ,PC-12,47
N337NV,2170,Airbus,FA849,A319,100
N337NW,0358,Airbus,FA849,A320,200
N337PJ,33345,Boeing,81205,737 NG,800
N337PL,402A-0039,Textron Aviation (Cessna),ZZZZZ,Cessna 402,402A
N337PQ,15337,Bombardier (Canadair),L00I6,CRJ900,
N337QS,50500202,Embraer,001JK,Phenom,300 Platinum
N337RE,258024,Textron Aviation (Hawker),ZZZZZ,HS125/Hawker,BAe 125 800
N337UP,37858,Boeing,81205,767,300ERF
N337WR,258273,Textron Aviation (Hawker),ZZZZZ,HS125/Hawker,BAe 125 800
N3386A,HA-0056,Textron Aviation (Hawker),ZZZZZ,HS125/Hawker,Hawker 900
N338AF,UC-57,Textron Aviation (Beechcraft),ZZZZZ,Beech 1900,C-1
N338AK,262,Viking Air,ZZZZZ,DHC-3,Turbo Otter
N338B,550-1132,Textron Aviation (Cessna),ZZZZZ,Citation Bravo (Cessna 550),550 Citation Bravo
N338CM,703SA,Mitsubishi,ZZZZZ,MU-2,B-36A (N)
N338CW,038,Bombardier (Learjet),L00I6,Learjet 31,A
N338DN,8078,Airbus,FA849,A321,200
N338FR,8402,Airbus,FA849,A320,200N neo
N338JM,456,Viking Air,ZZZZZ,DHC-2,
N338KC,1133,Daher,ZZZZZ,TBM 700 / 850 / 900,TBM 930
N338LS,5150,Gulfstream,2AAX5,Gulfstream G550,
N338ML,1539SA,Mitsubishi,ZZZZZ,MU-2,B-60 (Marquise)
N338MM,1076,Gulfstream,2AAX5,Gulfstream IV,
N338NB,1693,Airbus,FA849,A319,100
N338NW,0360,Airbus,FA849,A320,200
N338PK,31268,Boeing,81205,737 NG,800
N338QD,338,Pilatus,ZZZZZ,PC-12,45
N338QS,680-0011,Textron Aviation (Cessna),ZZZZZ,Citation Sovereign (Cessna 680),680 Citation Sovereign
N338R,560-0338,Textron Aviation (Cessna),ZZZZZ,Citation Ultra (Cessna 560),560 Citation Ultra
N338RS,44458,Boeing,81205,737 Max,8
N338RT,208-00535,Textron Aviation (Cessna),ZZZZZ,Cessna,208 Caravan
N338SB,953,Pilatus,ZZZZZ,PC-6,B
N338ST,44484,Boeing,81205,737 Max,8
N338TM,680-0177,Textron Aviation (Cessna),ZZZZZ,Citation Sovereign (Cessna 680),680 Citation Sovereign
N338TP,932,Viking Air,ZZZZZ,DHC-2,
N338UP,37944,Boeing,81205,767,300ERF
N338VB,28038,Boeing,81205,737 (CFMI),400
N338VT,45-2082,Bombardier (Learjet),L00I6,Learjet 40,
N3398A,4323,Gulfstream,2AAX5,Gulfstream G450,
N3398Q,421A-0108,Textron Aviation (Cessna),ZZZZZ,Cessna,421 (Piston)
N339AK,454,Viking Air,ZZZZZ,DHC-3,Turbo Otter
N339AV,258255,Textron Aviation (Hawker),ZZZZZ,HS125/Hawker,BAe 125 800
N339B,680-0058,Textron Aviation (Cessna),ZZZZZ,Citation Sovereign (Cessna 680),680 Citation Sovereign
N339BV,20328,Bombardier (Canadair),L00I6,Challenger,300
N339CA,FL-343,Textron Aviation (Beechcraft),ZZZZZ,King Air 350,
N339CC,258277,Textron Aviation (Hawker),ZZZZZ,HS125/Hawker,HS125 800
N339CJ,339,Saab,ZZZZZ,Saab 340,B
N339CM,50500410,Embraer,001JK,Phenom,300
N339DN,8128,Airbus,FA849,A321,200
N339ES,680-0339,Textron Aviation (Cessna),ZZZZZ,Citation Sovereign (Cessna 680),680 Citation Sovereign
N339FR,8535,Airbus,FA849,A320,200N neo
N339HP,500-0383/501-0292,Textron Aviation (Cessna),ZZZZZ,Citation I (Cessna 500),501 Citation I SP
N339JB,19000490,Embraer,001JK,E190,
N339JG,BE-130,Textron Aviation (Beechcraft),ZZZZZ,King Air 100,King Air B100
N339JM,5178,Gulfstream,2AAX5,Gulfstream G550,
N339KA,LW-339,Textron Aviation (Beechcraft),ZZZZZ,King Air 90,King Air E90
N339KC,525C-0122,Textron Aviation (Cessna),ZZZZZ,CitationJet CJ4 (Cessna 525C),525C CJ4
N339LS,5166,Gulfstream,2AAX5,Gulfstream G550,
N339MA,4636701,Piper,ZZZZZ,PA-46 Malibu,PA-46-350P Malibu
N339NB,1709,Airbus,FA849,A319,100
N339NJ,EX339,Dassault,F6117,Falcon 2000, LXS
N339NW,0367,Airbus,FA849,A320,200
N339PL,33346,Boeing,81205,737 NG,800
N339QS,680-0191,Textron Aviation (Cessna),ZZZZZ,Citation Sovereign (Cessna 680),680 Citation Sovereign
N339RA,RC-52,Textron Aviation (Hawker),ZZZZZ,Hawker 4000,
N339RW,T-339,Fairchild (Swearingen),ZZZZZ,Merlin III,SA226 T(B)
N339SM,RK-458,Textron Aviation (Hawker),ZZZZZ,Hawker 400 / Beechjet 400,Hawker 400XP
N339SU,44485,Boeing,81205,737 Max,8
N339TA,208B-5179,Textron Aviation (Cessna),ZZZZZ,Cessna 208 Caravan,208B Grand Caravan
N339UP,37859,Boeing,81205,767,300ERF
N33AD,414-0412,Textron Aviation (Cessna),ZZZZZ,Cessna,414
N33BC,258292,Textron Aviation (Hawker),ZZZZZ,HS125/Hawker,HS125 800
N33BK,525B-0514,Textron Aviation (Cessna),ZZZZZ,CitationJet CJ3 (Cessna 525B),525B CJ3+
N33BW,525A-0010,Textron Aviation (Cessna),ZZZZZ,CitationJet CJ2 (Cessna 525A),525A CJ2
N33CA,4636748,Piper,ZZZZZ,PA-46 Malibu,PA-46-350P Malibu
N33CH,20033,Bombardier (Canadair),L00I6,Challenger,300
N33DL,31-7812021,Piper,ZZZZZ,PA-31 Navajo,PA-31-300
N33DT,525-0080,Textron Aviation (Cessna),ZZZZZ,CitationJet CJ1 (Cessna 525),525 CitationJet
N33EK,550-0281,Textron Aviation (Cessna),ZZZZZ,Citation II (Cessna 550),550 Citation II
N33EM,RB-268,Textron Aviation (Beechcraft),ZZZZZ,Premier I,
N33EW,1519SA,Mitsubishi,ZZZZZ,MU-2,B-60 (Marquise)
N33FR,LW-299,Textron Aviation (Beechcraft),ZZZZZ,King Air 90,King Air E90
